title,url,description,job_levels,languages,assessment_length_minutes,remote_testing,adaptive_irt,test_type_codes,test_types,downloads
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.,"Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level",,,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus International English.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus Report 2.0 Latin American Spanish.pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus Report US English.pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Manager Plus 2.0 Simplified Chinese.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus 2.0 Japanese.pdf"", ""language"": ""Japanese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus 2.0 Finnish.pdf"", ""language"": ""Finnish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus 2.0 French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus Report V2 Swedish.pdf"", ""language"": ""Swedish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Manager Plus 2.0 Brazilian Portuguese.pdf"", ""language"": ""Portuguese (Brazil)""}]"
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development. It summarises the preferred approach to learning across four dimensions.,"Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director","Danish, Dutch, Portuguese, Swedish, English International",,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Maximise Your Learning Report Std v2 English International.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Maximise Your Learning Report Std v2 French (Canada).pdf"", ""language"": ""French (Canada)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Maximise Your Learning Report Std v2 Danish.pdf"", ""language"": ""Danish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Maximise Your Learning Report Std v2 Dutch.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Maximise Your Learning Report Std v2 French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Maximise Your Learning Report Std v2 Portuguese.pdf"", ""language"": ""Portuguese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Maximise Your Learning Report Std v2 Swedish.pdf"", ""language"": ""Swedish""}]"
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Portuguese (Brazil), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA), Chinese Traditional, Portuguese, Romanian",,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 English International.pdf"", ""language"": ""English International""}, {""title"": ""Report Fact Sheet"", ""url"": ""https://service.shl.com/docs/OPQ_MQ_Sales_Report_Fact_Sheet.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/Sales Report (TC Version) English International.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 French (Canada).pdf"", ""language"": ""French (Canada)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Spanish (North America).pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 English (US).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/Sales Report (TC Version) English (US).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Chinese Traditional.pdf"", ""language"": ""Chinese Traditional""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Chinese Simplified.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/Sales Report (TC Version) Chinese Simplified.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Indonesian.pdf"", ""language"": ""Indonesian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Japanese.pdf"", ""language"": ""Japanese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Korean.pdf"", ""language"": ""Korean""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Czech.pdf"", ""language"": ""Czech""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Danish.pdf"", ""language"": ""Danish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Dutch.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/Sales Report (TC Version) Dutch.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Finnish.pdf"", ""language"": ""Finnish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/Sales Report (TC Version) French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 German.pdf"", ""language"": ""German""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/Sales Report (TC Version) German.pdf"", ""language"": ""German""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Greek.pdf"", ""language"": ""Greek""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Hungarian.pdf"", ""language"": ""Hungarian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Italian.pdf"", ""language"": ""Italian""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/Sales Report (TC Version) Italian.pdf"", ""language"": ""Italian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Norwegian.pdf"", ""language"": ""Norwegian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Polish.pdf"", ""language"": ""Polish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Portuguese.pdf"", ""language"": ""Portuguese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Romanian.pdf"", ""language"": ""Romanian""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ MQ Sales Report Romanian TC Version.pdf"", ""language"": ""Romanian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Russian.pdf"", ""language"": ""Russian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Slovakian.pdf"", ""language"": ""Slovak""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Spanish.pdf"", ""language"": ""Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Swedish.pdf"", ""language"": ""Swedish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Turkish.pdf"", ""language"": ""Turkish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Icelandic.pdf"", ""language"": ""Icelandic""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Portuguese (Brazil).pdf"", ""language"": ""Portuguese (Brazil)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Sales Report Std v2.0 Thai.pdf"", ""language"": ""Thai""}]"
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.","Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive",English International,,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/SHL OPQ32 Premium Plus Report.pdf"", ""language"": ""English International""}]"
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.","Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor",,,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Premium Plus 2.0 International English.pdf"", ""language"": ""English International""}]"
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only. Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example. Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Arabic, Romanian, Slovak, Serbian, Chinese Simplified, Chinese Traditional, Danish, Flemish, Dutch, English International, Finnish, French (Belgium), French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Portuguese, Russian, Latin American Spanish, Spanish, Swedish, Thai, Turkish, English (USA), Czech, Estonian, Latvian, Lithuanian",,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2  English International.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) English International.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 French (Canada).pdf"", ""language"": ""French (Canada)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Spanish (North America).pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2  English (US).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) English (US).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Arabic.pdf"", ""language"": ""Arabic""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) Arabic.pdf"", ""language"": ""Arabic""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Chinese Traditional.pdf"", ""language"": ""Chinese Traditional""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2  Chinese Simplified.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) Chinese Simplified.pdf"", ""language"": ""Chinese Simplified""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Indonesian.pdf"", ""language"": ""Indonesian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Japanese.pdf"", ""language"": ""Japanese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Korean.pdf"", ""language"": ""Korean""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/opq VIT PROFILE REPORT.pdf"", ""language"": ""Vietnamese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Dutch (Belgium).pdf"", ""language"": ""Flemish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2  French (Belgium).pdf"", ""language"": ""French (Belgium)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Czech.pdf"", ""language"": ""Czech""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Danish.pdf"", ""language"": ""Danish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Dutch.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) Dutch.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Estonian.pdf"", ""language"": ""Estonian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Finnish.pdf"", ""language"": ""Finnish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2  German.pdf"", ""language"": ""German""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) German.pdf"", ""language"": ""German""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Greek.pdf"", ""language"": ""Greek""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Hungarian.pdf"", ""language"": ""Hungarian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Italian.pdf"", ""language"": ""Italian""}, {""title"": ""Sample Report TC Version"", ""url"": ""https://service.shl.com/docs/OPQ32 Profile (TC Version) Italian.pdf"", ""language"": ""Italian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Latvian.pdf"", ""language"": ""Latvian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Lithuanian.pdf"", ""language"": ""Lithuanian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Norwegain.pdf"", ""language"": ""Norwegian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Polish.pdf"", ""language"": ""Polish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Portuguese.pdf"", ""language"": ""Portuguese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Romanian.pdf"", ""language"": ""Romanian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Russian.pdf"", ""language"": ""Russian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Serbian.pdf"", ""language"": ""Serbian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Slovakian.pdf"", ""language"": ""Slovak""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Spanish.pdf"", ""language"": ""Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Sample_Candidate_OPQ32ProfileReport_Swedish.pdf"", ""language"": ""Swedish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Turkish.pdf"", ""language"": ""Turkish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Icelandic.pdf"", ""language"": ""Icelandic""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2  Portuguese (Brazil).pdf"", ""language"": ""Portuguese (Brazil)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Profile Chart v2 Thai.pdf"", ""language"": ""Thai""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/Sample_Candidate1_OPQ32Profile_MAL.pdf"", ""language"": ""Malay""}]"
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training. “IMPORTANT! Please note that for a sample report contact Managed Services"".","Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Danish, English International, Finnish, Dutch, Norwegian, Swedish, English (USA)",,True,False,P,Personality,[]
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","English International, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English (USA)",,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report UKE.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report LAS.pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report USE.pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report DAN.pdf"", ""language"": ""Danish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report NED.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report FIN.pdf"", ""language"": ""Finnish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report NOR.pdf"", ""language"": ""Norwegian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Individual Development Report SVE.pdf"", ""language"": ""Swedish""}]"
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training.","Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English International, English (USA)",,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 English International.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Spanish (North America).pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 English (US).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Danish.pdf"", ""language"": ""Danish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Dutch.pdf"", ""language"": ""Dutch""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Finnish.pdf"", ""language"": ""Finnish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Norwegian.pdf"", ""language"": ""Norwegian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Impact Selection Report v2.0 Swedish.pdf"", ""language"": ""Swedish""}]"
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles. Belbins team types: individual preferred role when working in ateam. Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Flemish, French (Belgium), Portuguese (Brazil), Danish, French (Canada), French, German, Italian, Latin American Spanish, Norwegian, Portuguese, Swedish, Turkish, English International, English (USA)",,True,False,P,Personality,"[{""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 English International.pdf"", ""language"": ""English International""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 French (Canada).pdf"", ""language"": ""French (Canada)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 TT and LS ProfileStd v2.0 Spanish North Am.pdf"", ""language"": ""Latin American Spanish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 English (US).pdf"", ""language"": ""English (USA)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Dutch (Flemish).pdf"", ""language"": ""Flemish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 French (Belgium).pdf"", ""language"": ""French (Belgium)""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Danish.pdf"", ""language"": ""Danish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 French.pdf"", ""language"": ""French""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ Team Types & Leadership Styles Profile Sample Report (German 2023).pdf"", ""language"": ""German""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Italian.pdf"", ""language"": ""Italian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Norwegian.pdf"", ""language"": ""Norwegian""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Portuguese.pdf"", ""language"": ""Portuguese""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Swedish.pdf"", ""language"": ""Swedish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Turkish.pdf"", ""language"": ""Turkish""}, {""title"": ""Sample Report"", ""url"": ""https://service.shl.com/docs/OPQ32 Team Types and Leadership Styles ProfileStd v2.0 Portuguese (Brazil).pdf"", ""language"": ""Portuguese (Brazil)""}]"
